{'source': 'The Sergeant', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 97.42, 'tablename': 'resourceByAvatar'}
{'source': 'Common Grineer Storage Container', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 19.36, 'tablename': 'resourceByAvatar'}
{'source': 'Common Grineer Storage Container', 'itemName': 'Nav Coordinate', 'rarity': 'Uncommon', 'chance': 5.64, 'tablename': 'resourceByAvatar'}
{'source': 'Common Grineer Storage Container', 'itemName': 'Cubic Diodes', 'rarity': 'Common', 'chance': 100, 'tablename': 'resourceByAvatar'}
{'source': 'Common Grineer Storage Container', 'itemName': 'Carbides', 'rarity': 'Common', 'chance': 100, 'tablename': 'resourceByAvatar'}
{'source': 'Uncommon Grineer Storage Container', 'itemName': 'Carbides', 'rarity': 'Common', 'chance': 151.76, 'tablename': 'resourceByAvatar'}
{'source': 'Uncommon Grineer Storage Container', 'itemName': 'Gallos Rods', 'rarity': 'Uncommon', 'chance': 44.22, 'tablename': 'resourceByAvatar'}
{'source': 'Uncommon Grineer Storage Container', 'itemName': 'Komms', 'rarity': 'Rare', 'chance': 4.02, 'tablename': 'resourceByAvatar'}
{'source': 'Uncommon Grineer Storage Container', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 19.36, 'tablename': 'resourceByAvatar'}
{'source': 'Uncommon Grineer Storage Container', 'itemName': 'Nav Coordinate', 'rarity': 'Uncommon', 'chance': 5.64, 'tablename': 'resourceByAvatar'}
{'source': 'Uncommon Grineer Storage Container', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 18.97, 'tablename': 'resourceByAvatar'}
{'source': 'Uncommon Grineer Storage Container', 'itemName': 'Nav Coordinate', 'rarity': 'Uncommon', 'chance': 5.53, 'tablename': 'resourceByAvatar'}
{'source': 'Uncommon Grineer Storage Container', 'itemName': 'Oxium', 'rarity': 'Rare', 'chance': 0.5, 'tablename': 'resourceByAvatar'}
{'source': 'Uncommon Grineer Storage Container', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 24.36, 'tablename': 'resourceByAvatar'}
{'source': 'Uncommon Grineer Storage Container', 'itemName': 'Oxium', 'rarity': 'Rare', 'chance': 0.65, 'tablename': 'resourceByAvatar'}
{'source': 'Manic Bombard', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Arid Seeker', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Frontier Seeker', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Zeplen', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Shield-Hellion Dargyn', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Hellion Dargyn', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Seeker', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Frontier Regulator', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Regulator', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Arid Lancer', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Frontier Lancer', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Roller', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Roller Sentry', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Kuva Guardian', 'itemName': 'Orvius Blade', 'rarity': 'Common', 'chance': 5, 'tablename': 'resourceByAvatar'}
{'source': 'Flameblade', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Butcher', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Powerfist', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Shield Dargyn', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Arid Trooper', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Frontier Trooper', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Dargyn', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Ballista', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Dreg', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Cannon Battery', 'itemName': 'Carbides', 'rarity': 'Common', 'chance': 30.35, 'tablename': 'resourceByAvatar'}
{'source': 'Cannon Battery', 'itemName': 'Ticor Plate', 'rarity': 'Common', 'chance': 30.35, 'tablename': 'resourceByAvatar'}
{'source': 'Cannon Battery', 'itemName': 'Isos', 'rarity': 'Uncommon', 'chance': 17.69, 'tablename': 'resourceByAvatar'}
{'source': 'Cannon Battery', 'itemName': 'Aucrux Capacitors', 'rarity': 'Rare', 'chance': 1.61, 'tablename': 'resourceByAvatar'}
{'source': 'Grineer Power Carrier', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Malice', 'itemName': 'Steel Essence', 'rarity': 'Common', 'chance': 100, 'tablename': 'resourceByAvatar'}
{'source': 'Hunhow', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 48.71, 'tablename': 'resourceByAvatar'}
{'source': 'Hunhow', 'itemName': 'Orokin Cell', 'rarity': 'Rare', 'chance': 1.29, 'tablename': 'resourceByAvatar'}
{'source': 'Hyena Th', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 97.42, 'tablename': 'resourceByAvatar'}
{'source': 'Hyena Th', 'itemName': 'Orokin Cell', 'rarity': 'Rare', 'chance': 2.58, 'tablename': 'resourceByAvatar'}
{'source': 'Hyena Ng', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 97.42, 'tablename': 'resourceByAvatar'}
{'source': 'Hyena Ng', 'itemName': 'Orokin Cell', 'rarity': 'Rare', 'chance': 2.58, 'tablename': 'resourceByAvatar'}
{'source': 'Hyena Pb', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 97.42, 'tablename': 'resourceByAvatar'}
{'source': 'Hyena Pb', 'itemName': 'Orokin Cell', 'rarity': 'Rare', 'chance': 2.58, 'tablename': 'resourceByAvatar'}
{'source': 'Hyena Ln2', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 97.42, 'tablename': 'resourceByAvatar'}
{'source': 'Hyena Ln2', 'itemName': 'Orokin Cell', 'rarity': 'Rare', 'chance': 2.58, 'tablename': 'resourceByAvatar'}
{'source': 'Mutalist Alad V', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 97.42, 'tablename': 'resourceByAvatar'}
{'source': 'Mutalist Alad V', 'itemName': 'Orokin Cell', 'rarity': 'Rare', 'chance': 2.58, 'tablename': 'resourceByAvatar'}
{'source': 'Brood Mother', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Ancient Disruptor', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Ancient Healer', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Boiler', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Venin Mutalist', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Nauseous Crawler', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Lobber Crawler', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Leaper', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Electric Crawler', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Crawler', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Charger', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Infested Mesa', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 4, 'tablename': 'resourceByAvatar'}
{'source': 'Tar Mutalist Moa', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Swarm Mutalist Moa', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Toxic Crawler', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Attack Mutalist', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Mutalist Lightning Carrier', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Mutalist Toxic Carrier', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Volatile Runner', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Toxic Ancient', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Darek Draga', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'J3 Jordas Golem', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 97.42, 'tablename': 'resourceByAvatar'}
{'source': 'J3 Jordas Golem', 'itemName': 'Orokin Cell', 'rarity': 'Rare', 'chance': 2.58, 'tablename': 'resourceByAvatar'}
{'source': 'Juggernaut Behemoth', 'itemName': 'Pulsating Tubercles', 'rarity': 'Uncommon', 'chance': 25, 'tablename': 'resourceByAvatar'}
{'source': 'Juggernaut Behemoth', 'itemName': 'Infected Palpators', 'rarity': 'Uncommon', 'chance': 25, 'tablename': 'resourceByAvatar'}
{'source': 'Juggernaut Behemoth', 'itemName': 'Chitinous Husk', 'rarity': 'Uncommon', 'chance': 25, 'tablename': 'resourceByAvatar'}
{'source': 'Juggernaut Behemoth', 'itemName': 'Severed Bile Sac', 'rarity': 'Uncommon', 'chance': 25, 'tablename': 'resourceByAvatar'}
{'source': 'Juggernaut Behemoth', 'itemName': 'Cortichrome', 'rarity': 'Common', 'chance': 100, 'tablename': 'resourceByAvatar'}
{'source': 'Juggernaut', 'itemName': 'Pulsating Tubercles', 'rarity': 'Uncommon', 'chance': 25, 'tablename': 'resourceByAvatar'}
{'source': 'Juggernaut', 'itemName': 'Infected Palpators', 'rarity': 'Uncommon', 'chance': 25, 'tablename': 'resourceByAvatar'}
{'source': 'Juggernaut', 'itemName': 'Chitinous Husk', 'rarity': 'Uncommon', 'chance': 25, 'tablename': 'resourceByAvatar'}
{'source': 'Juggernaut', 'itemName': 'Severed Bile Sac', 'rarity': 'Uncommon', 'chance': 25, 'tablename': 'resourceByAvatar'}
{'source': "Jack O'Naut", 'itemName': 'Pulsating Tubercles', 'rarity': 'Uncommon', 'chance': 25, 'tablename': 'resourceByAvatar'}
{'source': "Jack O'Naut", 'itemName': 'Infected Palpators', 'rarity': 'Uncommon', 'chance': 25, 'tablename': 'resourceByAvatar'}
{'source': "Jack O'Naut", 'itemName': 'Chitinous Husk', 'rarity': 'Uncommon', 'chance': 25, 'tablename': 'resourceByAvatar'}
{'source': "Jack O'Naut", 'itemName': 'Severed Bile Sac', 'rarity': 'Uncommon', 'chance': 25, 'tablename': 'resourceByAvatar'}
{'source': 'Jordas Golem', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 97.42, 'tablename': 'resourceByAvatar'}
{'source': 'Jordas Golem', 'itemName': 'Orokin Cell', 'rarity': 'Rare', 'chance': 2.58, 'tablename': 'resourceByAvatar'}
{'source': 'Kela De Thaym', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 97.42, 'tablename': 'resourceByAvatar'}
{'source': 'Kela De Thaym', 'itemName': 'Orokin Cell', 'rarity': 'Rare', 'chance': 2.58, 'tablename': 'resourceByAvatar'}
{'source': 'Armored Roller', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Moa', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Anti Moa', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Leech Osprey', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Lt Lech Kril', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 97.42, 'tablename': 'resourceByAvatar'}
{'source': 'Lt Lech Kril', 'itemName': 'Orokin Cell', 'rarity': 'Rare', 'chance': 2.58, 'tablename': 'resourceByAvatar'}
{'source': 'Scorpion', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Grineer Manic', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Grineer Manic', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Storage Container', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 18.97, 'tablename': 'resourceByAvatar'}
{'source': 'Storage Container', 'itemName': 'Nav Coordinate', 'rarity': 'Uncommon', 'chance': 5.53, 'tablename': 'resourceByAvatar'}
{'source': 'Storage Container', 'itemName': 'Oxium', 'rarity': 'Rare', 'chance': 0.5, 'tablename': 'resourceByAvatar'}
{'source': 'Dusty Storage Container', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 19.36, 'tablename': 'resourceByAvatar'}
{'source': 'Dusty Storage Container', 'itemName': 'Nav Coordinate', 'rarity': 'Uncommon', 'chance': 5.64, 'tablename': 'resourceByAvatar'}
{'source': 'Dusty Storage Crate', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 18.97, 'tablename': 'resourceByAvatar'}
{'source': 'Dusty Storage Crate', 'itemName': 'Nav Coordinate', 'rarity': 'Uncommon', 'chance': 5.53, 'tablename': 'resourceByAvatar'}
{'source': 'Dusty Storage Crate', 'itemName': 'Oxium', 'rarity': 'Rare', 'chance': 0.5, 'tablename': 'resourceByAvatar'}
{'source': 'Prod Crewman', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Mine Osprey', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Nul Comba', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Nul Comba', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 15, 'tablename': 'resourceByAvatar'}
{'source': 'Nul Scrambus', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Sap Comba', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Sap Comba', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 15, 'tablename': 'resourceByAvatar'}
{'source': 'Sap Scrambus', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Slo Comba', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Slo Comba', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 15, 'tablename': 'resourceByAvatar'}
{'source': 'Slo Scrambus', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Fog Comba', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Fog Comba', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 15, 'tablename': 'resourceByAvatar'}
{'source': 'Fog Scrambus', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Nullifier Crewman', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Corrupted Butcher', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Corrupted Bombard', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Orokin Drone', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Orokin Storage Container', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 18.97, 'tablename': 'resourceByAvatar'}
{'source': 'Orokin Storage Container', 'itemName': 'Nav Coordinate', 'rarity': 'Uncommon', 'chance': 5.53, 'tablename': 'resourceByAvatar'}
{'source': 'Orokin Storage Container', 'itemName': 'Oxium', 'rarity': 'Rare', 'chance': 0.5, 'tablename': 'resourceByAvatar'}
{'source': 'Orokin Storage Container', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 18.97, 'tablename': 'resourceByAvatar'}
{'source': 'Orokin Storage Container', 'itemName': 'Nav Coordinate', 'rarity': 'Uncommon', 'chance': 5.53, 'tablename': 'resourceByAvatar'}
{'source': 'Orokin Storage Container', 'itemName': 'Oxium', 'rarity': 'Rare', 'chance': 0.5, 'tablename': 'resourceByAvatar'}
{'source': 'Orokin Storage Container', 'itemName': 'Carbides', 'rarity': 'Common', 'chance': 77.44, 'tablename': 'resourceByAvatar'}
{'source': 'Orokin Storage Container', 'itemName': 'Gallos Rods', 'rarity': 'Uncommon', 'chance': 22.56, 'tablename': 'resourceByAvatar'}
{'source': 'Orokin Storage Container (Level 0 - 50)', 'itemName': 'Isos', 'rarity': 'Uncommon', 'chance': 32.59, 'tablename': 'resourceByAvatar'}
{'source': 'Orokin Storage Container (Level 0 - 50)', 'itemName': 'Carbides', 'rarity': 'Uncommon', 'chance': 22.47, 'tablename': 'resourceByAvatar'}
{'source': 'Orokin Storage Container (Level 0 - 50)', 'itemName': 'Cubic Diodes', 'rarity': 'Uncommon', 'chance': 22.47, 'tablename': 'resourceByAvatar'}
{'source': 'Orokin Storage Container (Level 0 - 50)', 'itemName': 'Titanium', 'rarity': 'Uncommon', 'chance': 22.47, 'tablename': 'resourceByAvatar'}
{'source': 'Orokin Storage Container (Level 51 - 75)', 'itemName': 'Carbides', 'rarity': 'Uncommon', 'chance': 26.84, 'tablename': 'resourceByAvatar'}
{'source': 'Orokin Storage Container (Level 51 - 75)', 'itemName': 'Cubic Diodes', 'rarity': 'Uncommon', 'chance': 26.84, 'tablename': 'resourceByAvatar'}
{'source': 'Orokin Storage Container (Level 51 - 75)', 'itemName': 'Titanium', 'rarity': 'Uncommon', 'chance': 26.84, 'tablename': 'resourceByAvatar'}
{'source': 'Orokin Storage Container (Level 51 - 75)', 'itemName': 'Gallos Rods', 'rarity': 'Uncommon', 'chance': 19.47, 'tablename': 'resourceByAvatar'}
{'source': 'Orokin Storage Container (Level 51 - 75)', 'itemName': 'Asterite', 'rarity': 'Legendary', 'chance': None, 'tablename': 'resourceByAvatar'}
{'source': 'Orokin Storage Container (Level 76 - 100)', 'itemName': 'Titanium', 'rarity': 'Common', 'chance': 45.35, 'tablename': 'resourceByAvatar'}
{'source': 'Orokin Storage Container (Level 76 - 100)', 'itemName': 'Carbides', 'rarity': 'Uncommon', 'chance': 27.33, 'tablename': 'resourceByAvatar'}
